author_list,NPI,pub_id,pub_title,pub_date,journal_date
"[{""NPI"":""6851194791""},{""NPI"":""8515315831""},{""NPI"":""4701872040""},{""NPI"":""3935642784""}]",3490696336,62950890,arcu sed augue,8/31/2016,3/18/2016
"[{""NPI"":""4002482405""},{""NPI"":""1082842753""},{""NPI"":""7397446779""}]",4933821461,25021307,pellentesque,10/15/2013,2/20/2013
"[{""NPI"":""6679946328""},{""NPI"":""4736470607""},{""NPI"":""8885204430""},{""NPI"":""4676038909""}]",0018777015,60420760,proin leo odio porttitor id,7/12/2007,12/14/2018
"[{""NPI"":""8403666667""}]",6646117284,46474275,at dolor quis odio consequat varius,9/30/2011,9/13/2009
"[{""NPI"":""5739509440""},{""NPI"":""8349541881""},{""NPI"":""2400730555""},{""NPI"":""6297715769""},{""NPI"":""0138032904""}]",2381338020,36919006,sit amet consectetuer,6/29/2015,7/19/2008
"[{""NPI"":""3983213499""},{""NPI"":""7180013633""},{""NPI"":""8179915778""}]",1283066823,51489494,ultrices libero non,3/9/2010,12/19/2011
"[{""NPI"":""4070783660""},{""NPI"":""0268708940""},{""NPI"":""8203876080""},{""NPI"":""0038494302""},{""NPI"":""5340844811""}]",0881811386,07870887,ante vestibulum,5/6/2018,12/12/2017
"[{""NPI"":""6922899598""},{""NPI"":""5882901839""},{""NPI"":""1067006788""},{""NPI"":""7959277311""},{""NPI"":""7080997771""},{""NPI"":""0225551551""}]",8298837126,94250043,neque sapien placerat ante,9/14/2015,4/22/2013
"[{""NPI"":""2305031602""},{""NPI"":""0242214002""},{""NPI"":""1318022193""},{""NPI"":""8800207952""}]",8825429649,39926631,phasellus in,2/25/2009,5/23/2009
"[{""NPI"":8140640816}]",9084964497,38998778,sit,7/26/2014,10/20/2012
"[{""NPI"":""3411372559""},{""NPI"":""7273621706""},{""NPI"":""2624705767""},{""NPI"":""2098530579""},{""NPI"":""0781825741""},{""NPI"":""8735980214""}]",2613282886,94854406,erat tortor sollicitudin mi,9/6/2007,2/28/2008
"[{""NPI"":""0781825741""},{""NPI"":""5529429394""},{""NPI"":""8718212743""},{""NPI"":""6411633177""},{""NPI"":""6787560788""}]",5776107202,63074831,dui proin leo odio porttitor id,5/30/2014,7/23/2017
"[{""NPI"":""2583540181""},{""NPI"":""8184237006""},{""NPI"":""0172096243""},{""NPI"":""0281625514""}]",8471573857,43733425,primis in faucibus orci luctus et,12/18/2007,9/20/2018
"[{""NPI"":""0198817665""}]",2305031602,73672554,congue eget semper,8/4/2011,8/20/2011
"[{""NPI"":""1258430630""},{""NPI"":""0304207977""},{""NPI"":""1308359969""}]",6123749420,21701304,justo in hac habitasse,4/8/2007,2/18/2012
"[{""NPI"":""0138032904""},{""NPI"":""9528731074""},{""NPI"":""0412527561""},{""NPI"":""6205331853""}]",5709621072,45072455,vestibulum sed,6/19/2011,5/24/2016
"[{""NPI"":""0325902275""}]",1334014582,20402158,in est risus auctor sed tristique,6/29/2014,2/11/2010
"[{""NPI"":""5583334363""},{""NPI"":""1837300968""},{""NPI"":""6086819661""}]",2336637022,23505415,interdum in ante vestibulum ante ipsum,10/9/2014,7/26/2014
"[{""NPI"":""3195390361""},{""NPI"":""8050700925""},{""NPI"":""0322191971""},{""NPI"":""9048573203""},{""NPI"":""1049760247""}]",0018777015,28265367,faucibus accumsan odio curabitur convallis duis,12/22/2010,4/16/2019
"[{""NPI"":""7708382084""},{""NPI"":""2162685434""},{""NPI"":""4607312894""},{""NPI"":""1236256131""},{""NPI"":""5546574046""}]",0393812774,29011106,elit,1/1/2007,5/15/2018
"[{""NPI"":""5900482332""},{""NPI"":""2905796464""}]",4426041805,29504694,primis,3/28/2015,3/22/2008
"[{""NPI"":""2347406086""},{""NPI"":""3840583284""},{""NPI"":""1624934021""},{""NPI"":""2530014965""},{""NPI"":""8120580168""}]",0291190146,94137023,aliquam erat volutpat in congue,8/7/2006,7/29/2009
"[{""NPI"":""0517813653""},{""NPI"":""5162661058""},{""NPI"":""1891834592""},{""NPI"":""0913125830""}]",9689424033,87045023,nibh quisque id justo,8/4/2011,8/19/2006
"[{""NPI"":""6023321615""},{""NPI"":""0138032904""}]",9017679476,76768644,at vulputate vitae nisl aenean lectus,5/11/2017,7/16/2019
"[{""NPI"":""0704078880""},{""NPI"":""5451465398""},{""NPI"":""1951772644""}]",8802790965,17011766,a pede posuere,5/7/2008,7/31/2013
"[{""NPI"":""8203876080""},{""NPI"":""8735784962""},{""NPI"":""8828276126""}]",7855327584,34592711,sit,6/24/2009,3/5/2017
"[{""NPI"":""3682510400""},{""NPI"":""1383278415""},{""NPI"":""5538486591""},{""NPI"":""2815783886""},{""NPI"":""2242581422""},{""NPI"":""6456905095""}]",3821385650,83995081,erat tortor sollicitudin mi sit amet,5/12/2015,7/31/2010
"[{""NPI"":""9238363994""}]",2154956785,72322773,nulla facilisi cras non velit,7/13/2018,8/31/2015
"[{""NPI"":""3343410578""},{""NPI"":""0485390701""},{""NPI"":""3703590262""}]",9869563791,56540764,libero,1/16/2006,7/10/2015
"[{""NPI"":""6218929833""}]",6754683945,19437921,pharetra magna ac consequat,5/26/2007,1/27/2018
"[{""NPI"":""8828276126""},{""NPI"":""5156132464""},{""NPI"":""7803729053""},{""NPI"":""3935642784""},{""NPI"":""2210247446""},{""NPI"":""0153500174""}]",3548726984,48336967,euismod,8/27/2018,5/7/2010
"[{""NPI"":""6421369235""},{""NPI"":""2861511761""},{""NPI"":""0153500174""},{""NPI"":""0047361956""}]",8773304212,25187940,elementum pellentesque quisque porta volutpat erat,11/24/2008,1/1/2011
"[{""NPI"":""8595280819""},{""NPI"":""5984020769""},{""NPI"":""2503707335""},{""NPI"":""8287921767""},{""NPI"":""8187990236""},{""NPI"":""1065893191""}]",9689424033,00273249,dolor quis odio consequat varius integer,9/8/2019,2/6/2018
"[{""NPI"":""8008421177""},{""NPI"":""7387603766""},{""NPI"":""6061763980""},{""NPI"":""4426041805""},{""NPI"":""3925614427""},{""NPI"":""9040239207""}]",1542961793,75566457,nullam,7/20/2006,12/21/2018
"[{""NPI"":""3542962775""},{""NPI"":""4624566424""},{""NPI"":""8117774542""},{""NPI"":""0805024921""},{""NPI"":""9598638693""},{""NPI"":""4697857933""}]",2503804012,48973354,molestie hendrerit at vulputate,9/11/2012,3/4/2013
"[{""NPI"":""1831256479""},{""NPI"":""3506219146""},{""NPI"":""0483466867""},{""NPI"":""4862985874""},{""NPI"":""3375816359""}]",4584282374,72368676,interdum in ante,6/27/2012,11/19/2007
"[{""NPI"":""6586469686""},{""NPI"":""3873936240""},{""NPI"":""9268921456""}]",2887899473,09924193,parturient montes nascetur,7/13/2011,7/12/2012
"[{""NPI"":7210385843}]",4374094385,57010713,ante vel ipsum,6/14/2006,3/15/2010
"[{""NPI"":""2905796464""},{""NPI"":""9587376919""},{""NPI"":""8610712737""},{""NPI"":""2472644922""}]",3363262787,46212355,quis,3/8/2014,7/31/2019
"[{""NPI"":""6000067615""},{""NPI"":""0543863719""},{""NPI"":""1597850187""},{""NPI"":""3220671454""}]",7803729053,43834206,dictumst maecenas ut massa quis,3/28/2019,8/29/2009
"[{""NPI"":""0737263806""},{""NPI"":""7832317000""},{""NPI"":""8467173157""}]",8349541881,88890791,suscipit a feugiat et eros,3/2/2009,7/30/2015
"[{""NPI"":""5505604110""},{""NPI"":""6754683945""},{""NPI"":""2743207280""}]",2046631331,94304605,luctus cum sociis natoque penatibus et,1/6/2011,4/30/2008
"[{""NPI"":""2696982910""},{""NPI"":""9268921456""},{""NPI"":""2792742674""},{""NPI"":""3292848067""},{""NPI"":""2693293162""}]",1709404426,15384335,auctor,4/8/2007,1/11/2014
"[{""NPI"":""0969075561""},{""NPI"":""9528731074""},{""NPI"":""6061763980""},{""NPI"":""4014188493""}]",1258430630,62188208,viverra,7/17/2006,8/4/2019
"[{""NPI"":""0735929319""},{""NPI"":""5334498184""},{""NPI"":""6754683945""},{""NPI"":""6415018140""},{""NPI"":""1236256131""},{""NPI"":""9258141458""}]",7620893571,79413287,turpis integer aliquet,10/24/2012,7/25/2014
"[{""NPI"":""3490696336""}]",7350914989,97259473,lectus pellentesque at nulla suspendisse potenti,12/8/2006,12/23/2005
"[{""NPI"":""1857504992""},{""NPI"":""7330842532""},{""NPI"":""2572783916""},{""NPI"":""8716942612""},{""NPI"":""8179915778""}]",4610275910,29505699,scelerisque mauris,7/26/2016,9/17/2012
"[{""NPI"":""9312685791""},{""NPI"":""7068487122""},{""NPI"":""5578502083""},{""NPI"":""3411372559""},{""NPI"":""6369977764""},{""NPI"":""9759862204""}]",2335800051,16923735,parturient montes nascetur ridiculus mus vivamus,4/12/2014,1/11/2007
"[{""NPI"":""8669403862""},{""NPI"":""2503804012""},{""NPI"":""2999378874""},{""NPI"":""0138032904""},{""NPI"":""8253491700""},{""NPI"":""2381338020""}]",5326835592,34448141,quis libero nullam sit amet,10/25/2018,2/7/2012
"[{""NPI"":""3548726984""},{""NPI"":""4059395536""}]",3904531980,36832465,fusce posuere felis sed lacus,12/19/2006,9/28/2017
"[{""NPI"":""8179915778""}]",8082389370,01272311,nec condimentum neque,6/11/2015,5/11/2008
"[{""NPI"":""6683286191""},{""NPI"":""5910967746""},{""NPI"":""1346802653""}]",6390484968,44541658,viverra dapibus nulla suscipit,11/4/2017,4/27/2018
"[{""NPI"":""8209242768""},{""NPI"":""8298837126""},{""NPI"":""2283709229""},{""NPI"":""8403666667""},{""NPI"":""1670762823""},{""NPI"":""1574979531""}]",4295459798,03939281,faucibus,7/30/2016,3/3/2016
"[{""NPI"":""1537349686""},{""NPI"":""0412527561""},{""NPI"":""8278518521""},{""NPI"":""9211918448""},{""NPI"":""8225902939""},{""NPI"":""7959277311""}]",3528589825,08933502,orci luctus et ultrices posuere,11/2/2010,8/9/2009
"[{""NPI"":4961943819},{""NPI"":""1763414329""},{""NPI"":""4371174744""},{""NPI"":""3870230169""},{""NPI"":""7647294385""},{""NPI"":""6388276458""}]",0120954435,32708141,nulla,3/28/2018,6/19/2015
"[{""NPI"":""9468124053""}]",2056878399,85980572,vestibulum ante ipsum,10/10/2015,6/24/2017
"[{""NPI"":""1944885390""},{""NPI"":""2696982910""},{""NPI"":""5929901651""},{""NPI"":""0589084259""},{""NPI"":""4547095469""},{""NPI"":""4135071937""}]",7180013633,86202444,augue luctus tincidunt nulla,6/13/2012,2/2/2007
"[{""NPI"":""7168089099""},{""NPI"":""7954677850""},{""NPI"":""3299320645""},{""NPI"":""9335408220""},{""NPI"":""3910038816""}]",9106007465,26091176,nisl venenatis lacinia aenean sit amet,6/30/2015,10/19/2017
"[{""NPI"":""2094095304""},{""NPI"":""0330514881""},{""NPI"":""5326835592""}]",2653744104,30296983,neque libero convallis eget,12/26/2012,2/28/2015
"[{""NPI"":""1346802653""},{""NPI"":""9084964497""},{""NPI"":""3916157817""},{""NPI"":""5188682893""},{""NPI"":""1968499628""},{""NPI"":""1008867322""}]",0881811386,71958379,eu massa donec,9/26/2018,7/6/2010
"[{""NPI"":""1944404163""},{""NPI"":""6243520382""},{""NPI"":""1231842768""}]",8033848154,53846829,vel nisl duis ac,6/4/2012,6/28/2017
"[{""NPI"":""1419558978""}]",2453494945,98549907,mattis egestas,7/3/2018,8/26/2008
"[{""NPI"":""2873377070""},{""NPI"":""5597346776""},{""NPI"":""1183220774""},{""NPI"":""1950337383""},{""NPI"":""0316282510""}]",8212350312,24822089,integer ac leo,11/9/2008,9/19/2015
"[{""NPI"":""1008867322""},{""NPI"":""8802790965""},{""NPI"":""3343410578""}]",9476356030,20324733,orci,5/30/2013,11/19/2015
"[{""NPI"":""8640861250""},{""NPI"":""3490696336""}]",6383124242,09833089,sit amet turpis elementum ligula vehicula,9/26/2006,9/4/2009
"[{""NPI"":""8179915778""}]",2210247446,62309198,ultrices posuere,3/12/2007,8/1/2007
"[{""NPI"":1283066823},{""NPI"":8697450756},{""NPI"":""9655010953""},{""NPI"":""6736083516""},{""NPI"":""3236424613""},{""NPI"":""3314313276""}]",3853627595,84213351,varius integer ac leo,2/2/2018,3/11/2009
"[{""NPI"":""1709404426""},{""NPI"":""8392678311""},{""NPI"":""5538486591""},{""NPI"":""4026044416""},{""NPI"":""9591791461""},{""NPI"":""8392610849""}]",6834840893,24964593,sit amet,11/11/2009,4/1/2016
"[{""NPI"":""6678092945""},{""NPI"":""8280153497""},{""NPI"":""1763414329""}]",7086233765,24674289,odio,11/17/2017,11/12/2010
"[{""NPI"":""3299320645""}]",5175122185,82937159,augue luctus,2/3/2015,4/7/2009
"[{""NPI"":""1867394928""},{""NPI"":""0014579480""},{""NPI"":""5888024694""},{""NPI"":""2334278564""}]",7068487122,67823598,montes nascetur ridiculus mus vivamus,12/7/2017,5/21/2019
"[{""NPI"":""8859292697""},{""NPI"":""5303068692""},{""NPI"":""3676913345""},{""NPI"":""8577249271""},{""NPI"":""9656336151""},{""NPI"":""5417438928""}]",4374094385,91843476,non sodales sed tincidunt,9/28/2007,6/23/2011
"[{""NPI"":""4561212906""},{""NPI"":""4829588411""}]",8512341653,53906486,nulla sed,10/29/2009,8/1/2006
"[{""NPI"":""7714899778""},{""NPI"":""0238657965""},{""NPI"":""3069708528""},{""NPI"":""5673774869""}]",0784719691,53171133,odio curabitur,10/14/2010,9/6/2018
"[{""NPI"":""4701872040""}]",3897897768,94588782,in consequat ut nulla sed,11/28/2009,4/24/2009
"[{""NPI"":""7803902359""},{""NPI"":""1173496718""},{""NPI"":""4547095469""}]",8244981873,76161113,id luctus nec,6/15/2010,3/28/2009
"[{""NPI"":""7344445298""},{""NPI"":""2094095304""},{""NPI"":""7647294385""},{""NPI"":""2535784998""}]",8512341653,64509080,platea,4/9/2007,10/31/2016
"[{""NPI"":""7397425801""},{""NPI"":""9159223766""},{""NPI"":""9584980424""},{""NPI"":""1110382073""},{""NPI"":1283066823}]",9916276722,72322832,hac habitasse platea dictumst,7/26/2011,11/12/2015
"[{""NPI"":""8609043460""},{""NPI"":""4868118390""}]",4781276229,14141160,magna bibendum imperdiet nullam orci,12/22/2013,12/23/2011
"[{""NPI"":""8896992702""},{""NPI"":""6273581444""}]",7299686015,51852653,nisi nam ultrices libero non,8/29/2006,11/22/2005
"[{""NPI"":""1490869166""},{""NPI"":""9375785084""},{""NPI"":""1067006788""},{""NPI"":""0737263806""}]",9437787751,32622504,metus arcu adipiscing molestie hendrerit,4/25/2009,11/23/2008
"[{""NPI"":""4868118390""},{""NPI"":""2255021978""},{""NPI"":""3528589825""},{""NPI"":""2385003090""},{""NPI"":""6359885034""}]",0805024921,61278599,rhoncus mauris enim leo,1/20/2014,4/16/2007
"[{""NPI"":""3157311581""},{""NPI"":""2162685434""},{""NPI"":""3935642784""}]",8050037738,48089358,augue vel accumsan,7/22/2010,8/21/2011
"[{""NPI"":""8064436516""},{""NPI"":""9473000162""},{""NPI"":""8034781126""},{""NPI"":""6129417713""},{""NPI"":""0881811386""}]",4797608099,83784020,posuere cubilia curae duis,8/31/2017,7/24/2007
"[{""NPI"":""8653009183""},{""NPI"":""2305031602""},{""NPI"":""8609043460""}]",9054754559,98678336,vivamus vestibulum sagittis sapien cum sociis,11/3/2007,4/23/2010
"[{""NPI"":""0172096243""},{""NPI"":""4374094385""},{""NPI"":""2094095304""},{""NPI"":""0105322903""},{""NPI"":""4869605872""}]",1173496718,63886362,pretium iaculis diam erat fermentum,4/29/2008,10/15/2011
"[{""NPI"":""7708382084""},{""NPI"":""2047782147""},{""NPI"":""2583540181""},{""NPI"":""8120580168""}]",7168089099,33754303,rutrum nulla nunc purus phasellus,2/9/2012,3/11/2006
"[{""NPI"":""1719757712""},{""NPI"":""3428933001""},{""NPI"":""7469272615""},{""NPI"":""8859292697""},{""NPI"":""6646117284""}]",4320089642,84144774,a,3/30/2017,7/17/2012
"[{""NPI"":""1565913612""},{""NPI"":""0814026133""},{""NPI"":""8082475544""}]",4661071719,02532918,proin at turpis a pede,2/24/2011,1/29/2013
"[{""NPI"":""0062980343""},{""NPI"":""3412254525""},{""NPI"":""3649717956""}]",8203876080,60886951,ligula sit amet eleifend pede,12/29/2012,9/24/2018
"[{""NPI"":""3214812874""},{""NPI"":""3408675813""},{""NPI"":""8244981873""},{""NPI"":""5779309256""},{""NPI"":""0268708940""}]",3292848067,89298203,augue vel accumsan tellus nisi,8/13/2013,11/6/2006
"[{""NPI"":""1039656927""}]",0485390701,50937745,odio curabitur convallis duis consequat,12/13/2014,9/29/2007
"[{""NPI"":""6023321615""},{""NPI"":""4474315367""}]",3299175882,13306454,in,3/16/2011,11/22/2015
"[{""NPI"":""0761842233""},{""NPI"":""0458069760""},{""NPI"":""5581747385""},{""NPI"":""8064436516""}]",9582816570,38729765,bibendum imperdiet nullam,2/9/2018,1/27/2019
"[{""NPI"":""4958342532""},{""NPI"":""9335408220""},{""NPI"":""3745638867""},{""NPI"":""1484717651""},{""NPI"":""5776107202""}]",1258430630,15637007,justo eu massa donec dapibus,3/9/2010,4/5/2012
"[{""NPI"":8548026855},{""NPI"":""5082488562""},{""NPI"":""9583672858""},{""NPI"":""0393812774""},{""NPI"":""5808297257""},{""NPI"":""8253491700""}]",3999490004,64459686,augue vestibulum,4/18/2015,3/6/2011
"[{""NPI"":""7281416555""},{""NPI"":""2861511761""},{""NPI"":""8896992702""},{""NPI"":""6966367605""},{""NPI"":""4539616102""}]",1798477564,32162393,ac lobortis vel dapibus,2/23/2007,6/15/2011
"[{""NPI"":""3267657024""},{""NPI"":""1744868565""},{""NPI"":""3428933001""},{""NPI"":""7080997771""},{""NPI"":""8711885939""}]",7839976166,19552885,ornare imperdiet sapien urna,12/8/2011,10/5/2017
"[{""NPI"":""3565761938""}]",4966853508,97512850,augue vestibulum rutrum rutrum neque,11/20/2009,6/21/2011
"[{""NPI"":""4738495038""}]",7397425801,65518947,aliquam quis turpis,9/18/2018,5/8/2018
"[{""NPI"":""1314186108""},{""NPI"":""4736470607""},{""NPI"":""2225887047""},{""NPI"":""8298837126""}]",4961943819,33398417,vestibulum aliquet ultrices,1/12/2008,8/13/2016
"[{""NPI"":""2332419470""}]",0735929319,29971990,adipiscing molestie,9/3/2013,5/28/2014
"[{""NPI"":""2792742674""}]",4829588411,22904812,at dolor quis odio,8/15/2009,1/17/2014
"[{""NPI"":""5696756093""}]",2999378874,74709777,lobortis vel dapibus,10/6/2015,5/22/2013
"[{""NPI"":""6221089832""},{""NPI"":""5772835807""},{""NPI"":""7482370919""},{""NPI"":""2339174686""}]",4701556009,08543077,vehicula condimentum,2/18/2011,3/6/2015
"[{""NPI"":""3428933001""},{""NPI"":""5499158770""},{""NPI"":""8653009183""},{""NPI"":""0913125830""}]",6221089832,61119379,eu,10/12/2018,2/6/2009
"[{""NPI"":""2503707335""}]",2861511761,78376235,eget semper rutrum,4/26/2006,11/17/2012
"[{""NPI"":""9260897807""},{""NPI"":""1270474286""},{""NPI"":""0189859199""},{""NPI"":""5581747385""},{""NPI"":""4032143811""}]",9039984212,12932751,hac habitasse platea,8/24/2015,8/9/2006
"[{""NPI"":""3531061798""},{""NPI"":""4032143811""},{""NPI"":""2999378874""},{""NPI"":""6966367605""},{""NPI"":""9054307080""},{""NPI"":""5458603362""}]",9655010953,91106442,nisi at nibh in hac,8/3/2010,4/25/2016
"[{""NPI"":""3933010675""},{""NPI"":""4105722700""},{""NPI"":""7832317000""},{""NPI"":""5683334640""}]",7903195441,93574562,odio donec vitae nisi nam ultrices,10/2/2018,8/31/2014
"[{""NPI"":""7428180848""},{""NPI"":""9415188421""},{""NPI"":""2815572060""},{""NPI"":""3983213499""},{""NPI"":8497158482}]",5683334640,82889620,eget vulputate,3/19/2014,7/28/2014
"[{""NPI"":""7857315885""}]",3500222013,36076561,nulla tellus,2/15/2018,2/29/2008
"[{""NPI"":""6000067615""}]",1303879697,80165258,tortor id nulla ultrices aliquet maecenas,9/28/2009,3/9/2007
"[{""NPI"":""0802309682""},{""NPI"":""2162685434""},{""NPI"":""1315008289""},{""NPI"":""7025549576""},{""NPI"":""1938984307""},{""NPI"":""0769830145""}]",9882809901,12134616,platea dictumst maecenas,4/12/2006,5/8/2018
"[{""NPI"":""7511762123""},{""NPI"":""2947368231""},{""NPI"":""8471573857""},{""NPI"":""6727825513""},{""NPI"":1283066823}]",1224777417,72113874,accumsan,10/3/2019,5/21/2017
"[{""NPI"":""3460548843""},{""NPI"":""0363157883""},{""NPI"":""1598058509""}]",0320994589,31239523,ante vestibulum,8/24/2015,11/16/2014
"[{""NPI"":""7857315885""},{""NPI"":""1784464848""}]",4105722700,75280623,ante ipsum primis in faucibus orci,2/7/2017,1/23/2010
"[{""NPI"":""4736470607""},{""NPI"":""9159223766""},{""NPI"":""1082842753""},{""NPI"":""9039984212""},{""NPI"":""9040239207""}]",2287494685,02197608,ultrices libero non mattis,3/27/2007,5/15/2015
"[{""NPI"":""9587376919""}]",7168740733,28959753,vestibulum ante ipsum primis in,12/17/2015,5/8/2007
"[{""NPI"":""8132014618""},{""NPI"":""5553063949""},{""NPI"":""3897897768""},{""NPI"":""4547095469""}]",8070771984,40736121,in faucibus,4/27/2019,4/5/2016
"[{""NPI"":""0062980343""},{""NPI"":""4555770706""},{""NPI"":""8253491700""},{""NPI"":""4955749569""},{""NPI"":""7168089099""},{""NPI"":""6147774522""}]",1149721324,09601571,quam fringilla rhoncus mauris enim,9/6/2012,11/16/2014
"[{""NPI"":""8869157539""},{""NPI"":""9635954115""},{""NPI"":""9530992297""},{""NPI"":""2914230818""},{""NPI"":""4738495038""},{""NPI"":""6922899598""}]",2076572457,90824477,id lobortis convallis tortor risus dapibus,12/5/2009,5/1/2008
"[{""NPI"":""9238363994""},{""NPI"":""6434187122""},{""NPI"":""3018306953""}]",1490008179,28224374,vestibulum vestibulum,7/21/2019,5/8/2013
"[{""NPI"":""5451465398""},{""NPI"":""7180013633""},{""NPI"":4584282374},{""NPI"":""6878406951""}]",5812394342,41739712,iaculis congue vivamus metus arcu adipiscing,7/19/2012,9/24/2013
"[{""NPI"":""6923485118""}]",1236256131,85336381,nisl duis ac,5/8/2016,6/19/2013
"[{""NPI"":""2724280199""},{""NPI"":""8392610849""}]",1141858053,91027109,sollicitudin mi sit amet lobortis sapien,1/27/2012,3/20/2012
"[{""NPI"":""6410306830""},{""NPI"":""9655010953""},{""NPI"":""4966853508""},{""NPI"":""6129417713""}]",1277357870,08607485,sem praesent,11/8/2015,1/15/2019
"[{""NPI"":""2325604535""},{""NPI"":""5935594722""},{""NPI"":""0825755212""},{""NPI"":""2752432445""},{""NPI"":""9658191053""}]",9591791461,00219419,lobortis vel dapibus at diam nam,6/6/2012,1/29/2007
"[{""NPI"":""7025549576""},{""NPI"":""2724280199""},{""NPI"":""3649717956""},{""NPI"":""9375785084""},{""NPI"":""3621457119""},{""NPI"":""8513742716""}]",3038853291,16106215,erat vestibulum sed magna at,6/9/2017,1/12/2007
"[{""NPI"":""8451353029""},{""NPI"":""3592115715""}]",5813207724,21630151,nulla sed,6/23/2007,12/19/2007
"[{""NPI"":""6878518210""},{""NPI"":""6754683945""},{""NPI"":""3343410578""},{""NPI"":""4082573690""}]",3267657024,54968279,phasellus id sapien in sapien iaculis,8/12/2009,4/6/2015
"[{""NPI"":""1138375586""},{""NPI"":""1032173688""},{""NPI"":""5739509440""}]",6000067615,98765854,ultrices,5/5/2006,4/17/2016
"[{""NPI"":""2776868839""},{""NPI"":""3853713084""},{""NPI"":""5673774869""},{""NPI"":""6679946328""},{""NPI"":""3182668366""},{""NPI"":""1968499628""}]",9040239207,52993308,at lorem,6/7/2014,2/23/2006
"[{""NPI"":""6577885192""},{""NPI"":""8589162788""},{""NPI"":""9293736535""},{""NPI"":""8392610849""}]",9476356030,53493813,neque,9/10/2007,8/14/2011
"[{""NPI"":""1008867322""}]",7428180848,51504860,ullamcorper purus,12/21/2017,9/12/2014
"[{""NPI"":""1239424973""},{""NPI"":""2380819815""},{""NPI"":""0291190146""},{""NPI"":""2693198704""},{""NPI"":""6274740864""},{""NPI"":""9791528772""}]",2861511761,48425766,consequat morbi a ipsum integer,3/8/2011,10/12/2013
"[{""NPI"":""8287921767""},{""NPI"":""8640861250""},{""NPI"":""1670762823""},{""NPI"":""2724280199""},{""NPI"":""1758761954""}]",0211496081,43720665,eget,6/18/2009,5/3/2016
"[{""NPI"":""3603725174""},{""NPI"":""4395023363""},{""NPI"":""1900519798""}]",3696044180,02261068,ut rhoncus aliquet pulvinar,4/26/2019,3/16/2010
"[{""NPI"":""5215506973""},{""NPI"":""0543863719""},{""NPI"":""5532819459""},{""NPI"":""9039984212""},{""NPI"":""5546574046""}]",1857504992,26707323,pellentesque at nulla suspendisse potenti,9/1/2007,9/16/2014
"[{""NPI"":""5691009958""},{""NPI"":""3809560022""},{""NPI"":""5725541533""},{""NPI"":""1099934281""}]",6696640363,97163621,integer ac leo pellentesque ultrices,11/22/2006,12/7/2011
"[{""NPI"":""5175122185""}]",9899200263,32045608,amet turpis elementum ligula vehicula consequat,10/9/2016,5/27/2017
"[{""NPI"":""1149721324""}]",6620574920,59864346,non mauris,6/19/2011,12/19/2010
"[{""NPI"":""8735784962""},{""NPI"":""3107937762""},{""NPI"":""3455200745""},{""NPI"":""3655585071""},{""NPI"":""0544183649""},{""NPI"":""2696982910""}]",5497157297,87843392,praesent blandit,6/8/2011,11/27/2014
"[{""NPI"":""2506404694""}]",3983213499,48918474,vivamus,10/26/2008,11/19/2008
"[{""NPI"":""8669403862""},{""NPI"":""9595449903""},{""NPI"":""7350914989""},{""NPI"":""8930471994""},{""NPI"":""0211496081""},{""NPI"":""0560581432""}]",4786694355,13621459,ipsum dolor sit amet,3/30/2016,8/11/2006
"[{""NPI"":""7857315885""},{""NPI"":""0597646872""}]",1755355297,56896089,lorem ipsum dolor sit amet,9/26/2010,11/4/2007
"[{""NPI"":""8665587128""},{""NPI"":""7068487122""},{""NPI"":""2999378874""},{""NPI"":""7192349216""},{""NPI"":""7473462687""}]",1749286068,20766817,vestibulum ante ipsum primis in,1/29/2012,10/19/2011
"[{""NPI"":""7329346977""},{""NPI"":""0814026133""}]",9943583762,93122878,pulvinar nulla pede ullamcorper augue,3/20/2007,9/20/2012
"[{""NPI"":""6086819661""},{""NPI"":""0359962181""},{""NPI"":""7025549576""},{""NPI"":""8512341653""},{""NPI"":""5607532658""}]",6273581444,99323391,vel,3/22/2018,4/28/2016
"[{""NPI"":""1609004205""},{""NPI"":7210385843}]",5553063949,14524326,donec posuere metus vitae,9/11/2019,6/17/2019
"[{""NPI"":""2503804012""},{""NPI"":""8405021116""},{""NPI"":""9985719786""}]",4757153597,31792220,in congue etiam justo etiam,8/8/2012,5/1/2012
"[{""NPI"":""0238657965""},{""NPI"":""2411592795""}]",9268878763,99340402,sed,7/1/2016,5/2/2013
"[{""NPI"":""0189859199""},{""NPI"":""3989297139""},{""NPI"":""7620893571""}]",0881811386,32994468,in felis eu sapien cursus vestibulum,11/10/2013,7/26/2016
"[{""NPI"":""4344885791""}]",7875570840,06327252,consectetuer adipiscing elit proin interdum mauris,4/14/2018,6/17/2016
"[{""NPI"":""0393812774""},{""NPI"":""3898357457""},{""NPI"":""4054702856""},{""NPI"":""7501549400""},{""NPI"":""4959772158""},{""NPI"":""0291190146""}]",6163978005,22528736,eget elit sodales scelerisque,2/14/2019,5/27/2019
"[{""NPI"":""6023321615""},{""NPI"":""9330683452""},{""NPI"":""6453132370""}]",7344445298,20430207,etiam,6/26/2007,8/21/2015
"[{""NPI"":""2519993871""},{""NPI"":""0291190146""}]",6736083516,75985038,integer aliquet,6/18/2017,6/23/2013
"[{""NPI"":""7839976166""},{""NPI"":""5326835592""},{""NPI"":""6273581444""},{""NPI"":""0769206360""}]",9759862204,39526880,in hac habitasse platea,5/20/2008,9/19/2011
